2019-03-19 10:19:59,"b'So honoured to be opening North, Central and East Cancer Care Conference on Empowering patients with @emlouiii\xe2\x80\xa6 https://t.co/suqfh65LWx'",neutral
2019-03-19 10:12:45,b'The Great Hall in all its glory. Lead cancer nurse Alison Hill from @uclh opening the conference with @BarryGQ131 l\xe2\x80\xa6 https://t.co/HeKvvi2wYC',positive
2019-03-19 10:07:28,b'@BarryGQ131 @emlouiii Emma and Jemima are speaking at NCEL (North Centrel East London) trust conference on how to e\xe2\x80\xa6 https://t.co/qMUnS7LtxI',neutral
2019-03-19 10:06:33,b'RT @K_HANLON_ADRLH: Full house and huge thank you from Alwen to everyone within the Barts health family @NHSBartsHealth @RoyalLondonHosp ht\xe2\x80\xa6',positive
2019-03-19 10:05:20,b'RT @dayforaction: Its the 9th annual @dayforaction this Thursday! 9 years of action originally concieved by @NHSBartsHealth @trevorpayne14\xe2\x80\xa6',positive
2019-03-19 09:56:15,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-19 09:43:56,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-19 09:24:06,b'RT @DottyMateRocks: @S_AshtonNHS presenting @liannegordon9 with the #CSS #NHSstaffsurvey raffle prize. Keep your \xf0\x9f\x91\x80 out and \xf0\x9f\x91\x82open for team d\xe2\x80\xa6',neutral
2019-03-19 09:17:18,b'RT @THCEPN: Join the #300 already trained! New #ASIST Suicide Prevention course dates released. #BookEarly #BuildingSuicideFreeCommunityTog\xe2\x80\xa6',positive
2019-03-19 09:10:58,"b'RT @londonjobshow: Looking for an apprenticeship at the #LondonJobShow today? Make sure you say hello to @Wasabi_UK, @Digi_SkillsUK and @NH\xe2\x80\xa6'",positive
2019-03-19 09:06:31,b'Day 2 of QI being introduced by @louisechicks1 . Getting us to think about our passion for QI @NHSBartsHealth\xe2\x80\xa6 https://t.co/cKXrpmilNG',neutral
2019-03-19 08:39:12,"b""Well done Acute SLT team, I love what you and your kids have created! I can't imagine waking up and not being able\xe2\x80\xa6 https://t.co/jsBRfyQmQO""",positive
2019-03-19 08:28:03,b'RT @matthew_d_roy: Happy Tuesday from Whipps Cross Hospital to all the staff giving outstanding and amazing care #WeCare @NHSBartsHealth',positive
2019-03-19 08:09:54,b'@MattHancock @WhippsCrossHosp @NHSBartsHealth Unbelievable!! Burglar offering home insurance',negative
2019-03-19 08:08:55,b'RT @THCEPN: Join the #300 already trained! New #ASIST Suicide Prevention course dates released. #BookEarly #BuildingSuicideFreeCommunityTog\xe2\x80\xa6',positive
2019-03-19 07:58:18,b'RT @A_WilliamsNHS: Many congratulations @Ral_sez! Delighted that you have been appointed as our Chief Pharmacist. You are an inspirational\xe2\x80\xa6',positive
2019-03-19 07:57:10,"b'RT @BH_Apprentices: Thanks, Damian.  Managers who already support apprentices- thank you! Managers thinking of hiring an apprentice should\xe2\x80\xa6'",positive
2019-03-19 07:56:27,b'We\xe2\x80\x99d like to give @Triciahandley a huge shout out for supporting @Barts_Charity by taking part in the\xe2\x80\xa6 https://t.co/RnPpAhMZYq',positive
2019-03-19 07:48:42,b'@Natalie_MynottG @BartsHospital @NHSBartsHealth @ellen_sykes @alitoppers @NHSBartsHealth Taking another bite out of\xe2\x80\xa6 https://t.co/IjGBP7Zt2x',neutral
2019-03-19 07:48:00,b'Happy Tuesday from Whipps Cross Hospital to all the staff giving outstanding and amazing care #WeCare @NHSBartsHealth',positive
2019-03-19 07:43:32,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
2019-03-19 07:43:07,b'RT @BartsAbility: @BartsAbility is a staff led #disability Subgroup @NHSBartsHealth  which gives staff members a #platform to make #change.\xe2\x80\xa6',neutral
2019-03-19 07:41:01,b'@Careybann @xXCharmainexXx @NELFT @NHSBartsHealth @Adjoa_NsiahJen @bewseyr You do look a bit scruffy !',neutral
2019-03-19 07:35:18,b'RT @THCEPN: Join the #300 already trained! New #ASIST Suicide Prevention course dates released. #BookEarly #BuildingSuicideFreeCommunityTog\xe2\x80\xa6',positive
2019-03-19 07:29:12,b'RT @A_WilliamsNHS: @MattHancock @WhippsCrossHosp @NHSBartsHealth Thank you for your visit today &amp; for giving us the opportunity to discuss\xe2\x80\xa6',neutral
2019-03-19 07:23:05,b'RT @TJHalton: Thanks for sharing your wisdom and insights today #WeImprove #TeamBarts  @rlloyd66 @DrAmarShah @chrisjgordon1 @TheIHI @NHSBar\xe2\x80\xa6',positive
2019-03-19 07:21:38,b'@atabraham @rlloyd66 @suzi_hannah @TheIHI @NHSBartsHealth We\xe2\x80\x99re so looking forward to this work together Ajit!',neutral
2019-03-19 07:20:55,b'RT @atabraham: @pedroIHI @rlloyd66 @suzi_hannah @TheIHI @NHSBartsHealth Pedro. Delighted to see at long last - the IHI at Barts Health! Loo\xe2\x80\xa6',positive
2019-03-19 07:20:30,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-19 07:19:58,b'RT @AlanGurney6: Huge turn out for @NHSBartsHealth launch of our WeImprove QI priorities. Exciting times @chrisjgordon1 @ShonaBrown19 @Mich\xe2\x80\xa6',positive
2019-03-19 07:18:17,b'Check out this opportunity @NHSBartsHealth @BHWomensNework @AnnielondonAA https://t.co/tcOrpH76Pb',neutral
2019-03-19 07:07:57,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-19 07:06:47,b'RT @darby_darren: Great start to @NHSBartsHealth and IHI day. \xe2\x80\x9cEvery system is perfectly designed to get results it gets\xe2\x80\x9d',positive
2019-03-19 07:01:02,b'RT @THCEPN: Join the #300 already trained! New #ASIST Suicide Prevention course dates released. #BookEarly #BuildingSuicideFreeCommunityTog\xe2\x80\xa6',positive
2019-03-19 06:58:59,b'RT @dayforaction: Its the 9th annual @dayforaction this Thursday! 9 years of action originally concieved by @NHSBartsHealth @trevorpayne14\xe2\x80\xa6',positive
2019-03-19 06:53:05,b'Our new Wheelchair friendly wast bin that will be used in our Dissabled toilet on our main corridor @NHSBartsHealth\xe2\x80\xa6 https://t.co/x1njqckYYw',positive
2019-03-19 06:19:29,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-19 04:48:12,"b'RT @NHSBartsHealth: Have you had that \xe2\x9c\xa8\xf0\x9f\x92\xa1\xe2\x9c\xa8 moment yet?\nCheck out \xf0\x9f\x95\x90 60 seconds with Jason, Trust Risk Manager, and find out how he makes the\xe2\x80\xa6'",neutral
2019-03-19 04:47:12,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-19 03:48:32,"b'@DionneDaniel5 @Natalie_MynottG @yusuf_yousuf @BartsHospital @NHSBartsHealth @alitoppers Thank you Dionne, really good to see you.'",positive
2019-03-18 23:35:19,b'RT @AnnalBray: @NHSBartsHealth and @NELFT pioneering paediatric rotation starting 1st April. Building relationships &amp; skills for physical &amp;\xe2\x80\xa6',neutral
2019-03-18 23:16:23,b'@pedroIHI @rlloyd66 @suzi_hannah @TheIHI @NHSBartsHealth Pedro. Delighted to see at long last - the IHI at Barts He\xe2\x80\xa6 https://t.co/xhzXQRigah',positive
2019-03-18 23:02:14,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-18 23:00:29,"b'@Natalie_MynottG @yusuf_yousuf @BartsHospital @NHSBartsHealth @ellen_sykes @alitoppers It was brilliant , full house . Well done all x'",positive
2019-03-18 23:00:04,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
2019-03-18 22:59:13,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 22:53:41,"b'@ClaireDow1 @clairehoggNHS @DrAmarShah @NHSBartsHealth Well compared to all your other skills, perhaps I might win?????'",positive
2019-03-18 22:51:32,b'RT @PointonChris: @MattHancock @WhippsCrossHosp @NHSBartsHealth Fab stuff. Great trusts... is that your #hellomynameis badge i spot??  Than\xe2\x80\xa6',positive
2019-03-18 22:49:44,b'RT @ErinHankin1: We are seeking experienced SHO and SPR doctors especially to work in A&amp;E and General Medicine across our prestigious Barts\xe2\x80\xa6',positive
2019-03-18 22:38:47,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-18 22:38:29,b'@hbbyrne14 @clairehoggNHS @DrAmarShah @NHSBartsHealth Willing to learn from a master \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',positive
2019-03-18 22:37:33,b'@ClaireDow1 @clairehoggNHS @DrAmarShah @NHSBartsHealth Well let\xe2\x80\x99s have a game of pool then!!',negative
2019-03-18 22:34:34,"b""@hbbyrne14 @clairehoggNHS @DrAmarShah @NHSBartsHealth Not at pool (as local pub didn't have a table) but not too ba\xe2\x80\xa6 https://t.co/4xM9t7rdwY""",neutral
2019-03-18 22:31:20,b'@ClaireDow1 @clairehoggNHS @DrAmarShah @NHSBartsHealth You were good!!!  Are you good at pool (my Dad always said t\xe2\x80\xa6 https://t.co/lDdyHWZnoE',positive
2019-03-18 22:29:14,"b'@MattHancock @WhippsCrossHosp @NHSBartsHealth Spent 10 hours in A&amp;E there once, needed 2 stitches in my thumb. A joke hospital.'",negative
2019-03-18 22:29:00,b'@hbbyrne14 @ogunso1 @DrAmarShah @NHSBartsHealth Useless skills I have collected in life',negative
2019-03-18 22:28:10,b'@hbbyrne14 @clairehoggNHS @DrAmarShah @NHSBartsHealth That and my skill at beer mat flipping marks a mis-spent yout\xe2\x80\xa6 https://t.co/YaX4O3URIG',neutral
2019-03-18 22:26:46,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-18 22:26:23,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-18 22:24:52,b'@SianAEMurray @A_WilliamsNHS @NHSBartsHealth @NCTcharity @lalecheleague Seriously ?!',negative
2019-03-18 22:23:29,b'RT @AnnalBray: @NHSBartsHealth and @NELFT pioneering paediatric rotation starting 1st April. Building relationships &amp; skills for physical &amp;\xe2\x80\xa6',neutral
2019-03-18 22:22:04,b'RT @A_WilliamsNHS: Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspiring d\xe2\x80\xa6',positive
2019-03-18 22:20:45,b'RT @K_HANLON_ADRLH: Full house and huge thank you from Alwen to everyone within the Barts health family @NHSBartsHealth @RoyalLondonHosp ht\xe2\x80\xa6',positive
2019-03-18 22:20:35,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
2019-03-18 22:18:59,b'Many thanks @rlloyd66 @DrAmarShah  @chrisjgordon1 for leading our launch of #WeImprove @TheIHI @NHS_ELFT. An inspir\xe2\x80\xa6 https://t.co/Y2Psx5DHeB',positive
2019-03-18 22:18:37,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 22:15:59,b'@David_S_85 @WhippsCrossED @laird154 @Nurse_Green Superb! @CAlexanderNHS \xf0\x9f\x98\x8a@NHSBartsHealth',positive
2019-03-18 22:10:06,b'Join the #300 already trained! New #ASIST Suicide Prevention course dates released. #BookEarly\xe2\x80\xa6 https://t.co/3gfbrD0rya',positive
2019-03-18 22:08:28,b'RT @A_WilliamsNHS: @MattHancock @WhippsCrossHosp @NHSBartsHealth Thank you for your visit today &amp; for giving us the opportunity to discuss\xe2\x80\xa6',neutral
2019-03-18 22:05:21,b'@MattHancock @WhippsCrossHosp @NHSBartsHealth Thank you for your visit today &amp; for giving us the opportunity to dis\xe2\x80\xa6 https://t.co/cEDw36IMzW',neutral
2019-03-18 22:04:20,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 21:49:38,b'RT @CAlexanderNHS: Gr8 to be at @TheIHI @NHSBartsHealth we improve: quality improvement leading change event - a great buzz in the room @A_\xe2\x80\xa6',positive
2019-03-18 21:44:48,b'RT @louise_crosby: Discussing data and trends to use to support improvement at Newham - Newham Hospital team @NewhamHospital @TJHalton @deb\xe2\x80\xa6',neutral
2019-03-18 21:19:42,b'RT @DottyMateRocks: @S_AshtonNHS presenting @liannegordon9 with the #CSS #NHSstaffsurvey raffle prize. Keep your \xf0\x9f\x91\x80 out and \xf0\x9f\x91\x82open for team d\xe2\x80\xa6',neutral
2019-03-18 21:12:25,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 21:08:54,b'RT @BartsAbility: Changing the way we think about Mental Health @NHSBartsHealth Great attendance at the Schwartz Round today #Selfcare #Pat\xe2\x80\xa6',positive
2019-03-18 20:11:12,b'@liannegordon9 @S_AshtonNHS @NHSBartsHealth Enjoy the unexpected gift. You deserve it \xf0\x9f\x98\x98 Will be in touch to discuss\xe2\x80\xa6 https://t.co/YnhEEwxeaa',positive
2019-03-18 20:09:20,b'@clairehoggNHS @ClaireDow1 @DrAmarShah @NHSBartsHealth I\xe2\x80\x99ve had words with Dr Dow!!! (And she was better at the coin spinning!!!)',positive
2019-03-18 20:08:08,b'@ogunso1 @ClaireDow1 @DrAmarShah @NHSBartsHealth Me neither!!!',neutral
2019-03-18 19:57:27,"b""@Careybann @NELFT @NHSBartsHealth @Adjoa_NsiahJen @bewseyr No you don't. The photo doesn't do us justice \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8flol, i\xe2\x80\xa6 https://t.co/xyIRRXQrn1""",neutral
2019-03-18 19:57:02,b'RT @A_WilliamsNHS: Many congratulations @Ral_sez! Delighted that you have been appointed as our Chief Pharmacist. You are an inspirational\xe2\x80\xa6',positive
2019-03-18 19:49:25,b'RT @medldn: Just added May 10th - Learn about 900 years of medical history at the St Bartholomew\xe2\x80\x99s Hospital Museum and walking tour - https\xe2\x80\xa6',neutral
2019-03-18 19:41:31,b'@LDNairamb @NHSBartsHealth @Ldn_Ambulance My support &amp; volunteering for the life saving charity @LDNairamb  split w\xe2\x80\xa6 https://t.co/GVbBOrvChg',neutral
2019-03-18 19:40:22,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 19:34:46,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
2019-03-18 19:33:48,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 19:31:30,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 19:29:34,"b'RT @BH_Apprentices: Thanks, Damian.  Managers who already support apprentices- thank you! Managers thinking of hiring an apprentice should\xe2\x80\xa6'",positive
2019-03-18 19:28:08,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 19:26:00,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
2019-03-18 19:25:33,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 19:18:31,b'@LDNairamb @NHSBartsHealth @Ldn_Ambulance Amazing!!!!',positive
2019-03-18 19:13:08,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
2019-03-18 19:05:24,b'RT @louise_crosby: Discussing data and trends to use to support improvement at Newham - Newham Hospital team @NewhamHospital @TJHalton @deb\xe2\x80\xa6',neutral
2019-03-18 19:04:01,b'@ellen_sykes @Natalie_MynottG @BartsHospital @NHSBartsHealth @alitoppers Gutted we missed it - just too busy x',positive
2019-03-18 19:01:26,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 18:59:01,"b""@ClaireDow1 @DrAmarShah @hbbyrne14 @NHSBartsHealth \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 I remember that!!!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 can't spin to save my life!!!!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82""",neutral
2019-03-18 18:58:49,"b'RT @DrAmarShah: #WeImprove - quality improvement for leading change. A day with @NHSBartsHealth leaders today, kicking off with a heartfelt\xe2\x80\xa6'",neutral
2019-03-18 18:57:23,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 18:57:04,b'RT @drschaudhri: @louisechicks1 @NHSBartsHealth talking about work done with joy at work https://t.co/JtOLHjJzMP',positive
2019-03-18 18:56:13,b'RT @MattHancock: Great to visit @WhippsCrossHosp today with Iain Duncan Smith to hear the need for a new hospital for the people of North E\xe2\x80\xa6',positive
2019-03-18 18:56:01,b'RT @louise_crosby: Discussing data and trends to use to support improvement at Newham - Newham Hospital team @NewhamHospital @TJHalton @deb\xe2\x80\xa6',neutral
2019-03-18 18:55:19,b'RT @arjunkg: Session 2 of the #Cardiologytraineemanagementcourse Tuesday 26th March 1830 onwards. All #Cardiology #Trainees come along and\xe2\x80\xa6',neutral
2019-03-18 18:51:21,b'RT @OyebanjiAdewumi: #FullHouse today\xe2\x80\x99s #QualityImprovement for leading change #WeImprove event @NHSBartsHealth with @TheIHI #DrBobL and @D\xe2\x80\xa6',neutral
2019-03-18 18:43:41,b'@DottyMateRocks @S_AshtonNHS @NHSBartsHealth Thank you! \xf0\x9f\x98\x80',neutral
2019-03-18 18:41:14,b'@Natalie_MynottG @BartsHospital @NHSBartsHealth @alitoppers Really enjoyed it. Thank you all for sharing your stories \xf0\x9f\x8c\x9f',positive
2019-03-18 18:41:12,b'RT @AlanGurney6: Huge turn out for @NHSBartsHealth launch of our WeImprove QI priorities. Exciting times @chrisjgordon1 @ShonaBrown19 @Mich\xe2\x80\xa6',positive
2019-03-18 18:40:08,b'@MattHancock @WhippsCrossHosp @NHSBartsHealth Thank you both for visiting. Was a pleasure to host you',neutral
2019-03-18 18:37:47,b'RT @CAlexanderNHS: Gr8 to be at @TheIHI @NHSBartsHealth we improve: quality improvement leading change event - a great buzz in the room @A_\xe2\x80\xa6',positive
2019-03-18 18:34:44,b'RT @Natalie_MynottG: Another amazing #Schwartzround on Time to Talk Mental Health @BartsHospital @NHSBartsHealth. We need to end the stigma\xe2\x80\xa6',positive
